any,municipi,concepte,estat,valor
2022,Folgueroles,població ocupada (%),,78
2022,Folgueroles,treballadors de baixa qualificació (%),,9.8
2022,Folgueroles,població amb estudis baixos (%),,7.8
2022,Folgueroles,població jove sense estudis postobligatoris (%),,9.8
2022,Folgueroles,estrangers de països de renda baixa o mitjana (%),,1.5
2022,Folgueroles,renda mitjana per persona (€),,17490
2022,Fondarella,població ocupada (%),,71.8
2022,Fondarella,treballadors de baixa qualificació (%),.., 
2022,Fondarella,població amb estudis baixos (%),,10.7
2022,Fondarella,població jove sense estudis postobligatoris (%),,14.5
2022,Fondarella,estrangers de països de renda baixa o mitjana (%),,6.4
2022,Fondarella,renda mitjana per persona (€),,15617
2022,Fonollosa,població ocupada (%),,73.3
2022,Fonollosa,treballadors de baixa qualificació (%),,10.9
2022,Fonollosa,població amb estudis baixos (%),,13
2022,Fonollosa,població jove sense estudis postobligatoris (%),,13.5
2022,Fonollosa,estrangers de països de renda baixa o mitjana (%),,2.1
2022,Fonollosa,renda mitjana per persona (€),,16381
2022,Fontanals de Cerdanya,població ocupada (%),,71.1
2022,Fontanals de Cerdanya,treballadors de baixa qualificació (%),.., 
2022,Fontanals de Cerdanya,població amb estudis baixos (%),,6.7
2022,Fontanals de Cerdanya,població jove sense estudis postobligatoris (%),,1.1
2022,Fontanals de Cerdanya,estrangers de països de renda baixa o mitjana (%),,3.2
2022,Fontanals de Cerdanya,renda mitjana per persona (€),,23022
2022,Fontanilles,població ocupada (%),,71.4
2022,Fontanilles,treballadors de baixa qualificació (%),.., 
2022,Fontanilles,població amb estudis baixos (%),,8.8
2022,Fontanilles,població jove sense estudis postobligatoris (%),.., 
2022,Fontanilles,estrangers de països de renda baixa o mitjana (%),,9.2
2022,Fontanilles,renda mitjana per persona (€),,23097
2022,Fontcoberta,població ocupada (%),,79.1
2022,Fontcoberta,treballadors de baixa qualificació (%),,8.6
2022,Fontcoberta,població amb estudis baixos (%),,10.4
2022,Fontcoberta,població jove sense estudis postobligatoris (%),,17.1
2022,Fontcoberta,estrangers de països de renda baixa o mitjana (%),,2.1
2022,Fontcoberta,renda mitjana per persona (€),,17061
2022,Font-rubí,població ocupada (%),,69.6
2022,Font-rubí,treballadors de baixa qualificació (%),,15
2022,Font-rubí,població amb estudis baixos (%),,11.6
2022,Font-rubí,població jove sense estudis postobligatoris (%),,19.6
2022,Font-rubí,estrangers de països de renda baixa o mitjana (%),,9.4
2022,Font-rubí,renda mitjana per persona (€),,15421
2022,Foradada,població ocupada (%),,81.9
2022,Foradada,treballadors de baixa qualificació (%),.., 
2022,Foradada,població amb estudis baixos (%),,15.4
2022,Foradada,població jove sense estudis postobligatoris (%),.., 
2022,Foradada,estrangers de països de renda baixa o mitjana (%),,15.4
2022,Foradada,renda mitjana per persona (€),,14450
2022,Forallac,població ocupada (%),,70.8
2022,Forallac,treballadors de baixa qualificació (%),,12.3
2022,Forallac,població amb estudis baixos (%),,9.5
2022,Forallac,població jove sense estudis postobligatoris (%),,17.4
2022,Forallac,estrangers de països de renda baixa o mitjana (%),,6.8
2022,Forallac,renda mitjana per persona (€),,17019
2022,Forès,població ocupada (%),,45
2022,Forès,treballadors de baixa qualificació (%),.., 
2022,Forès,població amb estudis baixos (%),,15.6
2022,Forès,població jove sense estudis postobligatoris (%),.., 
2022,Forès,estrangers de països de renda baixa o mitjana (%),,6.3
2022,Forès,renda mitjana per persona (€),,17869
2022,Fornells de la Selva,població ocupada (%),,75.5
2022,Fornells de la Selva,treballadors de baixa qualificació (%),,4.9
2022,Fornells de la Selva,població amb estudis baixos (%),,7.2
2022,Fornells de la Selva,població jove sense estudis postobligatoris (%),,6.2
2022,Fornells de la Selva,estrangers de països de renda baixa o mitjana (%),,3.5
2022,Fornells de la Selva,renda mitjana per persona (€),,20872
2022,Fortià,població ocupada (%),,74.7
2022,Fortià,treballadors de baixa qualificació (%),.., 
2022,Fortià,població amb estudis baixos (%),,12.2
2022,Fortià,població jove sense estudis postobligatoris (%),,24.3
2022,Fortià,estrangers de països de renda baixa o mitjana (%),,4.5
2022,Fortià,renda mitjana per persona (€),,15361
2022,"Franqueses del Vallès, les",població ocupada (%),,68.8
2022,"Franqueses del Vallès, les",treballadors de baixa qualificació (%),,14.6
2022,"Franqueses del Vallès, les",població amb estudis baixos (%),,13.9
2022,"Franqueses del Vallès, les",població jove sense estudis postobligatoris (%),,28.1
2022,"Franqueses del Vallès, les",estrangers de països de renda baixa o mitjana (%),,9.2
2022,"Franqueses del Vallès, les",renda mitjana per persona (€),,14659
2022,Freginals,població ocupada (%),,55.7
2022,Freginals,treballadors de baixa qualificació (%),.., 
2022,Freginals,població amb estudis baixos (%),,18.2
2022,Freginals,població jove sense estudis postobligatoris (%),.., 
2022,Freginals,estrangers de països de renda baixa o mitjana (%),,15.1
2022,Freginals,renda mitjana per persona (€),,12778
2022,"Fuliola, la",població ocupada (%),,67.1
2022,"Fuliola, la",treballadors de baixa qualificació (%),,25
2022,"Fuliola, la",població amb estudis baixos (%),,16.1
2022,"Fuliola, la",població jove sense estudis postobligatoris (%),,42.9
2022,"Fuliola, la",estrangers de països de renda baixa o mitjana (%),,14
2022,"Fuliola, la",renda mitjana per persona (€),,12494
2022,Fulleda,població ocupada (%),,73.4
2022,Fulleda,treballadors de baixa qualificació (%),.., 
2022,Fulleda,població amb estudis baixos (%),,14.7
2022,Fulleda,població jove sense estudis postobligatoris (%),.., 
2022,Fulleda,estrangers de països de renda baixa o mitjana (%),,2
2022,Fulleda,renda mitjana per persona (€),.., 
2022,Gaià,població ocupada (%),,71.3
2022,Gaià,treballadors de baixa qualificació (%),.., 
2022,Gaià,població amb estudis baixos (%),,9.2
2022,Gaià,població jove sense estudis postobligatoris (%),.., 
2022,Gaià,estrangers de països de renda baixa o mitjana (%),,2.2
2022,Gaià,renda mitjana per persona (€),,17639
2022,"Galera, la",població ocupada (%),,64.4
2022,"Galera, la",treballadors de baixa qualificació (%),.., 
2022,"Galera, la",població amb estudis baixos (%),,26.1
2022,"Galera, la",població jove sense estudis postobligatoris (%),,30.8
2022,"Galera, la",estrangers de països de renda baixa o mitjana (%),,12.8
2022,"Galera, la",renda mitjana per persona (€),,11002
2022,Gallifa,població ocupada (%),,72.4
2022,Gallifa,treballadors de baixa qualificació (%),.., 
2022,Gallifa,població amb estudis baixos (%),,5.6
2022,Gallifa,població jove sense estudis postobligatoris (%),.., 
2022,Gallifa,estrangers de països de renda baixa o mitjana (%),,5.2
2022,Gallifa,renda mitjana per persona (€),,22061
2022,Gandesa,població ocupada (%),,67.6
2022,Gandesa,treballadors de baixa qualificació (%),,11.6
2022,Gandesa,població amb estudis baixos (%),,20.1
2022,Gandesa,població jove sense estudis postobligatoris (%),,30.1
2022,Gandesa,estrangers de països de renda baixa o mitjana (%),,20.4
2022,Gandesa,renda mitjana per persona (€),,12561
2022,Garcia,població ocupada (%),,58.8
2022,Garcia,treballadors de baixa qualificació (%),.., 
2022,Garcia,població amb estudis baixos (%),,18.8
2022,Garcia,població jove sense estudis postobligatoris (%),,23.6
2022,Garcia,estrangers de països de renda baixa o mitjana (%),,7.6
2022,Garcia,renda mitjana per persona (€),,12230
2022,"Garidells, els",població ocupada (%),,71.2
2022,"Garidells, els",treballadors de baixa qualificació (%),.., 
2022,"Garidells, els",població amb estudis baixos (%),,6.4
2022,"Garidells, els",població jove sense estudis postobligatoris (%),.., 
2022,"Garidells, els",estrangers de països de renda baixa o mitjana (%),,3.1
2022,"Garidells, els",renda mitjana per persona (€),,15631
2022,"Garriga, la",població ocupada (%),,73.2
2022,"Garriga, la",treballadors de baixa qualificació (%),,10.6
2022,"Garriga, la",població amb estudis baixos (%),,10.9
2022,"Garriga, la",població jove sense estudis postobligatoris (%),,17.2
2022,"Garriga, la",estrangers de països de renda baixa o mitjana (%),,5.6
2022,"Garriga, la",renda mitjana per persona (€),,17317
2022,Garrigàs,població ocupada (%),,73.9
2022,Garrigàs,treballadors de baixa qualificació (%),.., 
2022,Garrigàs,població amb estudis baixos (%),,7.8
2022,Garrigàs,població jove sense estudis postobligatoris (%),.., 
2022,Garrigàs,estrangers de països de renda baixa o mitjana (%),,5.8
2022,Garrigàs,renda mitjana per persona (€),,17106
2022,Garrigoles,població ocupada (%),,64.4
2022,Garrigoles,treballadors de baixa qualificació (%),.., 
2022,Garrigoles,població amb estudis baixos (%),,7.3
2022,Garrigoles,població jove sense estudis postobligatoris (%),.., 
2022,Garrigoles,estrangers de països de renda baixa o mitjana (%),,5
2022,Garrigoles,renda mitjana per persona (€),,19532
2022,Garriguella,població ocupada (%),,67.8
2022,Garriguella,treballadors de baixa qualificació (%),.., 
2022,Garriguella,població amb estudis baixos (%),,12.7
2022,Garriguella,població jove sense estudis postobligatoris (%),,26
2022,Garriguella,estrangers de països de renda baixa o mitjana (%),,8.6
2022,Garriguella,renda mitjana per persona (€),,16118
2022,Gavà,població ocupada (%),,68.2
2022,Gavà,treballadors de baixa qualificació (%),,10.6
2022,Gavà,població amb estudis baixos (%),,12.7
2022,Gavà,població jove sense estudis postobligatoris (%),,20.9
2022,Gavà,estrangers de països de renda baixa o mitjana (%),,7.7
2022,Gavà,renda mitjana per persona (€),,15988
2022,Gavet de la Conca,població ocupada (%),,65.4
2022,Gavet de la Conca,treballadors de baixa qualificació (%),.., 
2022,Gavet de la Conca,població amb estudis baixos (%),,27
2022,Gavet de la Conca,població jove sense estudis postobligatoris (%),.., 
2022,Gavet de la Conca,estrangers de països de renda baixa o mitjana (%),,4.5
2022,Gavet de la Conca,renda mitjana per persona (€),,13401
2022,Gelida,població ocupada (%),,69.7
2022,Gelida,treballadors de baixa qualificació (%),,9.8
2022,Gelida,població amb estudis baixos (%),,12.2
2022,Gelida,població jove sense estudis postobligatoris (%),,21.9
2022,Gelida,estrangers de països de renda baixa o mitjana (%),,8
2022,Gelida,renda mitjana per persona (€),,15389
2022,Ger,població ocupada (%),,76.6
2022,Ger,treballadors de baixa qualificació (%),.., 
2022,Ger,població amb estudis baixos (%),,10.5
2022,Ger,població jove sense estudis postobligatoris (%),,13
2022,Ger,estrangers de països de renda baixa o mitjana (%),,4.7
2022,Ger,renda mitjana per persona (€),,20366
2022,Gimenells i el Pla de la Font,població ocupada (%),,72.2
2022,Gimenells i el Pla de la Font,treballadors de baixa qualificació (%),,21
2022,Gimenells i el Pla de la Font,població amb estudis baixos (%),,15.2
2022,Gimenells i el Pla de la Font,població jove sense estudis postobligatoris (%),,25.3
2022,Gimenells i el Pla de la Font,estrangers de països de renda baixa o mitjana (%),,11.6
2022,Gimenells i el Pla de la Font,renda mitjana per persona (€),,13331
2022,Ginestar,població ocupada (%),,57
2022,Ginestar,treballadors de baixa qualificació (%),.., 
2022,Ginestar,població amb estudis baixos (%),,23.2
2022,Ginestar,població jove sense estudis postobligatoris (%),,15.1
2022,Ginestar,estrangers de països de renda baixa o mitjana (%),,7.8
2022,Ginestar,renda mitjana per persona (€),,12264
2022,Girona,població ocupada (%),,66.6
2022,Girona,treballadors de baixa qualificació (%),,13.5
2022,Girona,població amb estudis baixos (%),,12
2022,Girona,població jove sense estudis postobligatoris (%),,24.5
2022,Girona,estrangers de països de renda baixa o mitjana (%),,17.2
2022,Girona,renda mitjana per persona (€),,15923
2022,Gironella,població ocupada (%),,66.4
2022,Gironella,treballadors de baixa qualificació (%),,13
2022,Gironella,població amb estudis baixos (%),,18.8
2022,Gironella,població jove sense estudis postobligatoris (%),,27.7
2022,Gironella,estrangers de països de renda baixa o mitjana (%),,10.6
2022,Gironella,renda mitjana per persona (€),,14394
2022,Gisclareny,població ocupada (%),,73.3
2022,Gisclareny,treballadors de baixa qualificació (%),.., 
2022,Gisclareny,població amb estudis baixos (%),,0
2022,Gisclareny,població jove sense estudis postobligatoris (%),.., 
2022,Gisclareny,estrangers de països de renda baixa o mitjana (%),,0
2022,Gisclareny,renda mitjana per persona (€),,17217
2022,Godall,població ocupada (%),,62.1
2022,Godall,treballadors de baixa qualificació (%),.., 
2022,Godall,població amb estudis baixos (%),,15.1
2022,Godall,població jove sense estudis postobligatoris (%),,35.7
2022,Godall,estrangers de països de renda baixa o mitjana (%),,10.6
2022,Godall,renda mitjana per persona (€),,11272
2022,Golmés,població ocupada (%),,69.5
2022,Golmés,treballadors de baixa qualificació (%),,15.3
2022,Golmés,població amb estudis baixos (%),,16.3
2022,Golmés,població jove sense estudis postobligatoris (%),,24.6
2022,Golmés,estrangers de països de renda baixa o mitjana (%),,11.1
2022,Golmés,renda mitjana per persona (€),,14428
2022,Gombrèn,població ocupada (%),,74.8
2022,Gombrèn,treballadors de baixa qualificació (%),.., 
2022,Gombrèn,població amb estudis baixos (%),,7.5
2022,Gombrèn,població jove sense estudis postobligatoris (%),.., 
2022,Gombrèn,estrangers de països de renda baixa o mitjana (%),,3.1
2022,Gombrèn,renda mitjana per persona (€),,16121
2022,Gósol,població ocupada (%),,69.1
2022,Gósol,treballadors de baixa qualificació (%),.., 
2022,Gósol,població amb estudis baixos (%),,14.9
2022,Gósol,població jove sense estudis postobligatoris (%),.., 
2022,Gósol,estrangers de països de renda baixa o mitjana (%),,5.6
2022,Gósol,renda mitjana per persona (€),,15900
2022,"Granada, la",població ocupada (%),,73.5
2022,"Granada, la",treballadors de baixa qualificació (%),,10.1
2022,"Granada, la",població amb estudis baixos (%),,9.6
2022,"Granada, la",població jove sense estudis postobligatoris (%),,20.2
2022,"Granada, la",estrangers de països de renda baixa o mitjana (%),,6
2022,"Granada, la",renda mitjana per persona (€),,15475
2022,"Granadella, la",població ocupada (%),,65
2022,"Granadella, la",treballadors de baixa qualificació (%),.., 
2022,"Granadella, la",població amb estudis baixos (%),,22.4
2022,"Granadella, la",població jove sense estudis postobligatoris (%),,26.1
2022,"Granadella, la",estrangers de països de renda baixa o mitjana (%),,15.7
2022,"Granadella, la",renda mitjana per persona (€),,12811
2022,Granera,població ocupada (%),,64
2022,Granera,treballadors de baixa qualificació (%),.., 
2022,Granera,població amb estudis baixos (%),,6.7
2022,Granera,població jove sense estudis postobligatoris (%),.., 
2022,Granera,estrangers de països de renda baixa o mitjana (%),,0
2022,Granera,renda mitjana per persona (€),.., 
2022,"Granja d'Escarp, la",població ocupada (%),,54.6
2022,"Granja d'Escarp, la",treballadors de baixa qualificació (%),.., 
2022,"Granja d'Escarp, la",població amb estudis baixos (%),,17.8
2022,"Granja d'Escarp, la",població jove sense estudis postobligatoris (%),,49.3
2022,"Granja d'Escarp, la",estrangers de països de renda baixa o mitjana (%),,25.2
