Provincia de residencia	Causas (lista reducida)	Sexo	Edad	Total
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 1 a 14 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 15 a 29 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 30 a 39 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 40 a 44 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 45 a 49 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 50 a 54 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 55 a 59 años	2
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 60 a 64 años	4
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 65 a 69 años	15
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 70 a 74 años	55
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 75 a 79 años	161
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 80 a 84 años	240
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 85 a 89 años	299
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 90 a 94 años	330
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Hombres	De 95 años y más	142
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	Todas las edades	2.336
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	Menores de 1 año	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 1 a 14 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 15 a 29 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 30 a 39 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 40 a 44 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 45 a 49 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 50 a 54 años	0
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 55 a 59 años	1
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 60 a 64 años	5
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 65 a 69 años	12
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 70 a 74 años	27
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 75 a 79 años	105
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 80 a 84 años	239
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 85 a 89 años	508
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 90 a 94 años	812
Cataluña	046 Trastornos mentales orgánicos, senil y presenil	Mujeres	De 95 años y más	627
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	Todas las edades	35
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	Menores de 1 año	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 1 a 14 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 15 a 29 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 30 a 39 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 40 a 44 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 45 a 49 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 50 a 54 años	2
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 55 a 59 años	3
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 60 a 64 años	4
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 65 a 69 años	6
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 70 a 74 años	9
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 75 a 79 años	3
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 80 a 84 años	5
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 85 a 89 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 90 a 94 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Ambos sexos	De 95 años y más	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	Todas las edades	27
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	Menores de 1 año	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 1 a 14 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 15 a 29 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 30 a 39 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 40 a 44 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 45 a 49 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 50 a 54 años	2
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 55 a 59 años	2
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 60 a 64 años	3
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 65 a 69 años	5
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 70 a 74 años	6
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 75 a 79 años	2
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 80 a 84 años	5
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 85 a 89 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 90 a 94 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Hombres	De 95 años y más	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	Todas las edades	8
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	Menores de 1 año	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 1 a 14 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 15 a 29 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 30 a 39 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 40 a 44 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 45 a 49 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 50 a 54 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 55 a 59 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 60 a 64 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 65 a 69 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 70 a 74 años	3
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 75 a 79 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 80 a 84 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 85 a 89 años	1
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 90 a 94 años	0
Cataluña	047 Trastornos mentales debidos al uso de alcohol	Mujeres	De 95 años y más	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	Todas las edades	5
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	Menores de 1 año	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 1 a 14 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 15 a 29 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 30 a 39 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 40 a 44 años	2
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 45 a 49 años	1
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 50 a 54 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 55 a 59 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 60 a 64 años	2
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 65 a 69 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 70 a 74 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 75 a 79 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 80 a 84 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 85 a 89 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 90 a 94 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Ambos sexos	De 95 años y más	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	Todas las edades	3
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	Menores de 1 año	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 1 a 14 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 15 a 29 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 30 a 39 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 40 a 44 años	2
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 45 a 49 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 50 a 54 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 55 a 59 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 60 a 64 años	1
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 65 a 69 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 70 a 74 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 75 a 79 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 80 a 84 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 85 a 89 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 90 a 94 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Hombres	De 95 años y más	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	Todas las edades	2
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	Menores de 1 año	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 1 a 14 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 15 a 29 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 30 a 39 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 40 a 44 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 45 a 49 años	1
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 50 a 54 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 55 a 59 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 60 a 64 años	1
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 65 a 69 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 70 a 74 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 75 a 79 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 80 a 84 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 85 a 89 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 90 a 94 años	0
Cataluña	048 Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)	Mujeres	De 95 años y más	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	Todas las edades	120
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	Menores de 1 año	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 1 a 14 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 15 a 29 años	1
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 30 a 39 años	1
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 40 a 44 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 45 a 49 años	3
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 50 a 54 años	4
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 55 a 59 años	11
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 60 a 64 años	4
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 65 a 69 años	12
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 70 a 74 años	12
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 75 a 79 años	20
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 80 a 84 años	14
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 85 a 89 años	15
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 90 a 94 años	19
Cataluña	049 Otros trastornos mentales y del comportamiento	Ambos sexos	De 95 años y más	4
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	Todas las edades	63
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	Menores de 1 año	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 1 a 14 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 15 a 29 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 30 a 39 años	1
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 40 a 44 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 45 a 49 años	3
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 50 a 54 años	2
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 55 a 59 años	6
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 60 a 64 años	1
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 65 a 69 años	7
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 70 a 74 años	8
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 75 a 79 años	10
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 80 a 84 años	9
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 85 a 89 años	5
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 90 a 94 años	9
Cataluña	049 Otros trastornos mentales y del comportamiento	Hombres	De 95 años y más	2
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	Todas las edades	57
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	Menores de 1 año	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 1 a 14 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 15 a 29 años	1
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 30 a 39 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 40 a 44 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 45 a 49 años	0
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 50 a 54 años	2
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 55 a 59 años	5
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 60 a 64 años	3
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 65 a 69 años	5
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 70 a 74 años	4
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 75 a 79 años	10
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 80 a 84 años	5
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 85 a 89 años	10
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 90 a 94 años	10
Cataluña	049 Otros trastornos mentales y del comportamiento	Mujeres	De 95 años y más	2
Cataluña	050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	Todas las edades	4.089
Cataluña	050-052 VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos	Ambos sexos	Menores de 1 año	8
